"questionnaire_code","questionnaire_title","question_group","question_order","question_type","question_type_description","question_index","question_code","question_description","subquestion_code","subquestion_description","question_scale","question_scale_label","option_code","option_description"
"Q61802","Unified surgical evaluation ","Surgical Data","53","M","Multiple choice","mulPhAcTxRepair[Graft]","mulPhAcTxRepair","Types of repairs used in the nerve transfer - Phrenic - accessory:","Graft","Graft","","","",""
"Q61802","Unified surgical evaluation ","Surgical Data","53","M","Multiple choice","mulPhAcTxRepair[NINA]","mulPhAcTxRepair","Types of repairs used in the nerve transfer - Phrenic - accessory:","NINA","Not informed / not assessed","","","",""
"Q61802","Unified surgical evaluation ","Surgical Data","53","M","Multiple choice","mulPhAcTxRepair[Suture]","mulPhAcTxRepair","Types of repairs used in the nerve transfer - Phrenic - accessory:","Suture","Suture","","","",""
"Q61802","Unified surgical evaluation ","Surgical Data","53","M","Multiple choice","mulPhAcTxRepair[Tubuliz]","mulPhAcTxRepair","Types of repairs used in the nerve transfer - Phrenic - accessory:","Tubuliz","Tubulization","","","",""
"Q61802","Unified surgical evaluation ","Surgical Data","49","M","Multiple choice","mulMPAxTxRepair[Glue]","mulMPAxTxRepair","Types of repairs used in the nerve transfer - Medial pectoral - axilary:","Glue","Glue","","","",""
"Q61802","Unified surgical evaluation ","Surgical Data","49","M","Multiple choice","mulMPAxTxRepair[Graft]","mulMPAxTxRepair","Types of repairs used in the nerve transfer - Medial pectoral - axilary:","Graft","Graft","","","",""
"Q61802","Unified surgical evaluation ","Surgical Data","49","M","Multiple choice","mulMPAxTxRepair[NINA]","mulMPAxTxRepair","Types of repairs used in the nerve transfer - Medial pectoral - axilary:","NINA","Not informed / not assessed","","","",""
"Q61802","Unified surgical evaluation ","Surgical Data","49","M","Multiple choice","mulMPAxTxRepair[Suture]","mulMPAxTxRepair","Types of repairs used in the nerve transfer - Medial pectoral - axilary:","Suture","Suture","","","",""
"Q61802","Unified surgical evaluation ","Surgical Data","49","M","Multiple choice","mulMPAxTxRepair[Tubuliz]","mulMPAxTxRepair","Types of repairs used in the nerve transfer - Medial pectoral - axilary:","Tubuliz","Tubulization","","","",""
"Q61802","Unified surgical evaluation ","Surgical Data","54","M","Multiple choice","mulMeMcTxRepair[Glue]","mulMeMcTxRepair","Types of repairs used in the nerve transfer - Median - musculocutaneous:","Glue","Glue","","","",""
"Q61802","Unified surgical evaluation ","Surgical Data","54","M","Multiple choice","mulMeMcTxRepair[Graft]","mulMeMcTxRepair","Types of repairs used in the nerve transfer - Median - musculocutaneous:","Graft","Graft","","","",""
"Q61802","Unified surgical evaluation ","Surgical Data","54","M","Multiple choice","mulMeMcTxRepair[NINA]","mulMeMcTxRepair","Types of repairs used in the nerve transfer - Median - musculocutaneous:","NINA","Not informed / not assessed","","","",""
"Q61802","Unified surgical evaluation ","Surgical Data","54","M","Multiple choice","mulMeMcTxRepair[Suture]","mulMeMcTxRepair","Types of repairs used in the nerve transfer - Median - musculocutaneous:","Suture","Suture","","","",""
"Q61802","Unified surgical evaluation ","Surgical Data","54","M","Multiple choice","mulMeMcTxRepair[Tubuliz]","mulMeMcTxRepair","Types of repairs used in the nerve transfer - Median - musculocutaneous:","Tubuliz","Tubulization","","","",""
"Q61802","Unified surgical evaluation ","Surgical Data","62","T","Long Free Text","txtOberlinTxTubuliz","txtOberlinTxTubuliz","Which materials were used for tubulization in Oberlin transfer?","","","","","",""
"Q61802","Unified surgical evaluation ","Surgical Data","56","M","Multiple choice","mulC7ipsiTxRepair[Glue]","mulC7ipsiTxRepair","Types of repairs used in the nerve transfer - C7 ipsilateral:","Glue","Glue","","","",""
"Q61802","Unified surgical evaluation ","Surgical Data","56","M","Multiple choice","mulC7ipsiTxRepair[Graft]","mulC7ipsiTxRepair","Types of repairs used in the nerve transfer - C7 ipsilateral:","Graft","Graft","","","",""
"Q61802","Unified surgical evaluation ","Surgical Data","56","M","Multiple choice","mulC7ipsiTxRepair[NINA]","mulC7ipsiTxRepair","Types of repairs used in the nerve transfer - C7 ipsilateral:","NINA","Not informed / not assessed","","","",""
"Q61802","Unified surgical evaluation ","Surgical Data","56","M","Multiple choice","mulC7ipsiTxRepair[Suture]","mulC7ipsiTxRepair","Types of repairs used in the nerve transfer - C7 ipsilateral:","Suture","Suture","","","",""
"Q61802","Unified surgical evaluation ","Surgical Data","56","M","Multiple choice","mulC7ipsiTxRepair[Tubuliz]","mulC7ipsiTxRepair","Types of repairs used in the nerve transfer - C7 ipsilateral:","Tubuliz","Tubulization","","","",""
"Q61802","Unified surgical evaluation ","Surgical Data","57","M","Multiple choice","mulC7contTxRepair[Glue]","mulC7contTxRepair","Types of repairs used in the nerve transfer - Contralateral C7:","Glue","Glue","","","",""
"Q61802","Unified surgical evaluation ","Surgical Data","57","M","Multiple choice","mulC7contTxRepair[Graft]","mulC7contTxRepair","Types of repairs used in the nerve transfer - Contralateral C7:","Graft","Graft","","","",""
"Q61802","Unified surgical evaluation ","Surgical Data","57","M","Multiple choice","mulC7contTxRepair[NINA]","mulC7contTxRepair","Types of repairs used in the nerve transfer - Contralateral C7:","NINA","Not informed / not assessed","","","",""
"Q61802","Unified surgical evaluation ","Surgical Data","57","M","Multiple choice","mulC7contTxRepair[Suture]","mulC7contTxRepair","Types of repairs used in the nerve transfer - Contralateral C7:","Suture","Suture","","","",""
"Q61802","Unified surgical evaluation ","Surgical Data","57","M","Multiple choice","mulC7contTxRepair[Tubuliz]","mulC7contTxRepair","Types of repairs used in the nerve transfer - Contralateral C7:","Tubuliz","Tubulization","","","",""
"Q61802","Unified surgical evaluation ","Surgical Data","50","M","Multiple choice","mulTrAxTxRepair[Glue]","mulTrAxTxRepair","Types of repairs used in the nerve transfer - Triceps (Lo/M/La) - axilary (trunk/ anterior division):","Glue","Glue","","","",""
"Q61802","Unified surgical evaluation ","Surgical Data","50","M","Multiple choice","mulTrAxTxRepair[Graft]","mulTrAxTxRepair","Types of repairs used in the nerve transfer - Triceps (Lo/M/La) - axilary (trunk/ anterior division):","Graft","Graft","","","",""
"Q61802","Unified surgical evaluation ","Surgical Data","50","M","Multiple choice","mulTrAxTxRepair[NINA]","mulTrAxTxRepair","Types of repairs used in the nerve transfer - Triceps (Lo/M/La) - axilary (trunk/ anterior division):","NINA","Not informed / not assessed","","","",""
"Q61802","Unified surgical evaluation ","Surgical Data","50","M","Multiple choice","mulTrAxTxRepair[Suture]","mulTrAxTxRepair","Types of repairs used in the nerve transfer - Triceps (Lo/M/La) - axilary (trunk/ anterior division):","Suture","Suture","","","",""
"Q61802","Unified surgical evaluation ","Surgical Data","50","M","Multiple choice","mulTrAxTxRepair[Tubuliz]","mulTrAxTxRepair","Types of repairs used in the nerve transfer - Triceps (Lo/M/La) - axilary (trunk/ anterior division):","Tubuliz","Tubulization","","","",""
"Q61802","Unified surgical evaluation ","Surgical Data","51","M","Multiple choice","mulPhMcTxRepair[Glue]","mulPhMcTxRepair","Types of repairs used in the nerve transfer - Phrenic - musculocutaneous:","Glue","Glue","","","",""
"Q61802","Unified surgical evaluation ","Surgical Data","51","M","Multiple choice","mulPhMcTxRepair[Graft]","mulPhMcTxRepair","Types of repairs used in the nerve transfer - Phrenic - musculocutaneous:","Graft","Graft","","","",""
"Q61802","Unified surgical evaluation ","Surgical Data","51","M","Multiple choice","mulPhMcTxRepair[NINA]","mulPhMcTxRepair","Types of repairs used in the nerve transfer - Phrenic - musculocutaneous:","NINA","Not informed / not assessed","","","",""
"Q61802","Unified surgical evaluation ","Surgical Data","51","M","Multiple choice","mulPhMcTxRepair[Suture]","mulPhMcTxRepair","Types of repairs used in the nerve transfer - Phrenic - musculocutaneous:","Suture","Suture","","","",""
"Q61802","Unified surgical evaluation ","Surgical Data","51","M","Multiple choice","mulPhMcTxRepair[Tubuliz]","mulPhMcTxRepair","Types of repairs used in the nerve transfer - Phrenic - musculocutaneous:","Tubuliz","Tubulization","","","",""
"Q61802","Unified surgical evaluation ","Surgical Data","131","L","List (Radio)","lstGraftnC4","lstGraftnC4","How many grafts were used in C4?","","","","","1","1"
"Q61802","Unified surgical evaluation ","Surgical Data","131","L","List (Radio)","lstGraftnC4","lstGraftnC4","How many grafts were used in C4?","","","","","2","2"
"Q61802","Unified surgical evaluation ","Surgical Data","131","L","List (Radio)","lstGraftnC4","lstGraftnC4","How many grafts were used in C4?","","","","","3","3"
"Q61802","Unified surgical evaluation ","Surgical Data","131","L","List (Radio)","lstGraftnC4","lstGraftnC4","How many grafts were used in C4?","","","","","4","4"
"Q61802","Unified surgical evaluation ","Surgical Data","131","L","List (Radio)","lstGraftnC4","lstGraftnC4","How many grafts were used in C4?","","","","","5","5"
"Q61802","Unified surgical evaluation ","Surgical Data","131","L","List (Radio)","lstGraftnC4","lstGraftnC4","How many grafts were used in C4?","","","","","6","6"
"Q61802","Unified surgical evaluation ","Surgical Data","131","L","List (Radio)","lstGraftnC4","lstGraftnC4","How many grafts were used in C4?","","","","","NINA","Not informed / not assessed"
"Q61802","Unified surgical evaluation ","Surgical Data","67","T","Long Free Text","txtTrAxTxTubuliz","txtTrAxTxTubuliz","Which materials were used  for tubulization in Triceps (Lo/M/La) - Axilary (trunk/ anterior division) transfer?","","","","","",""
"Q61802","Unified surgical evaluation ","Surgical Data","69","T","Long Free Text","txtIAxTxTubuliz","txtIAxTxTubuliz","Which materials were used for tubulization in Intercostal - Axilary (trunk/ anterior division) transfer?","","","","","",""
"Q61802","Unified surgical evaluation ","Surgical Data","71","T","Long Free Text","txtMeMcTxTubuliz","txtMeMcTxTubuliz","Which materials were used  for tubulization in Median - Musculocutaneous transfer?","","","","","",""
"Q61802","Unified surgical evaluation ","Surgical Data","70","T","Long Free Text","txtPhAcTxTubuliz","txtPhAcTxTubuliz","Which materials were used  for tubulization in Phrenic - accessory transfer?","","","","","",""
"Q61802","Unified surgical evaluation ","Surgical Data","72","T","Long Free Text","txtMeBrTxTubuliz","txtMeBrTxTubuliz","Which materials were used  for tubulization in Median - Brachial branch transfer?","","","","","",""
"Q61802","Unified surgical evaluation ","Surgical Data","65","T","Long Free Text","txtMPMcTxTubuliz","txtMPMcTxTubuliz","Which materials were used for tubulization in Medial pectoral - Musculocutaneous transfer?","","","","","",""
"Q61802","Unified surgical evaluation ","Surgical Data","68","T","Long Free Text","txtPhMcTxTubuliz","txtPhMcTxTubuliz","Which materials were used for tubulization in Phrenic - musculocutaneous transfer?","","","","","",""
"Q61802","Unified surgical evaluation ","Surgical Data","66","T","Long Free Text","txtMPAxTxTubuliz","txtMPAxTxTubuliz","Which materials were used  for tubulization in Medial pectoral - Axilary transfer?","","","","","",""
"Q61802","Unified surgical evaluation ","Surgical Data","78","M","Multiple choice","mulAcSsPATxGrafts[NINA]","mulAcSsPATxGrafts","Graft origin(s) in Accessory-SE by posterior access transfer:","NINA","Not informed / not assessed","","","",""
"Q61802","Unified surgical evaluation ","Surgical Data","78","M","Multiple choice","mulAcSsPATxGrafts[Sural]","mulAcSsPATxGrafts","Graft origin(s) in Accessory-SE by posterior access transfer:","Sural","sural nerve","","","",""
"Q61802","Unified surgical evaluation ","Surgical Data","81","M","Multiple choice","mulAcMcTxGrafts[NINA]","mulAcMcTxGrafts","Graft origin(s) in Accessory - Musculocutaneous transfer:","NINA","Not informed / not assessed","","","",""
"Q61802","Unified surgical evaluation ","Surgical Data","81","M","Multiple choice","mulAcMcTxGrafts[Sural]","mulAcMcTxGrafts","Graft origin(s) in Accessory - Musculocutaneous transfer:","Sural","sural nerve","","","",""
"Q61802","Unified surgical evaluation ","Surgical Data","85","M","Multiple choice","mulPhMcTxGrafts[NINA]","mulPhMcTxGrafts","Graft origin(s) in Phrenic - Musculocutaneous transfer:","NINA","Not informed / not assessed","","","",""
"Q61802","Unified surgical evaluation ","Surgical Data","85","M","Multiple choice","mulPhMcTxGrafts[Sural]","mulPhMcTxGrafts","Graft origin(s) in Phrenic - Musculocutaneous transfer:","Sural","sural nerve","","","",""
"Q61802","Unified surgical evaluation ","Surgical Data","87","M","Multiple choice","mulPhAcTxGrafts[NINA]","mulPhAcTxGrafts","Graft origin(s) in Phrenic - Accessory transfer:","NINA","Not informed / not assessed","","","",""
"Q61802","Unified surgical evaluation ","Surgical Data","87","M","Multiple choice","mulPhAcTxGrafts[Sural]","mulPhAcTxGrafts","Graft origin(s) in Phrenic - Accessory transfer:","Sural","sural nerve","","","",""
"Q61802","Unified surgical evaluation ","Surgical Data","83","M","Multiple choice","mulMPAxTxGrafts[NINA]","mulMPAxTxGrafts","Graft origin(s) in Medial pectoral - Axilary transfer:","NINA","Not informed / not assessed","","","",""
"Q61802","Unified surgical evaluation ","Surgical Data","83","M","Multiple choice","mulMPAxTxGrafts[Sural]","mulMPAxTxGrafts","Graft origin(s) in Medial pectoral - Axilary transfer:","Sural","sural nerve","","","",""
"Q61802","Unified surgical evaluation ","Surgical Data","79","M","Multiple choice","mulOberlinTxGrafts[NINA]","mulOberlinTxGrafts","Graft origin(s) in Oberlin transfer:","NINA","Not informed / not assessed","","","",""
"Q61802","Unified surgical evaluation ","Surgical Data","79","M","Multiple choice","mulOberlinTxGrafts[Sural]","mulOberlinTxGrafts","Graft origin(s) in Oberlin transfer:","Sural","sural nerve","","","",""
"Q61802","Unified surgical evaluation ","Surgical Data","84","M","Multiple choice","mulTrAxTxGrafts[NINA]","mulTrAxTxGrafts","Graft origin(s) in Triceps (Lo/M/La) - Axilary (trunk/ anterior division) transfer:","NINA","Not informed / not assessed","","","",""
"Q61802","Unified surgical evaluation ","Surgical Data","84","M","Multiple choice","mulTrAxTxGrafts[Sural]","mulTrAxTxGrafts","Graft origin(s) in Triceps (Lo/M/La) - Axilary (trunk/ anterior division) transfer:","Sural","sural nerve","","","",""
"Q61802","Unified surgical evaluation ","Surgical Data","80","M","Multiple choice","mulIMcTxGrafts[NINA]","mulIMcTxGrafts","Graft origin(s) in Intercostal - Musculocutaneous transfer:","NINA","Not informed / not assessed","","","",""
"Q61802","Unified surgical evaluation ","Surgical Data","80","M","Multiple choice","mulIMcTxGrafts[Sural]","mulIMcTxGrafts","Graft origin(s) in Intercostal - Musculocutaneous transfer:","Sural","sural nerve","","","",""
"Q61802","Unified surgical evaluation ","Surgical Data","86","M","Multiple choice","mulIAxTxGrafts[NINA]","mulIAxTxGrafts","Graft origin(s) in Intercostal - Axilary (trunk/ anterior division) transfer:","NINA","Not informed / not assessed","","","",""
"Q61802","Unified surgical evaluation ","Surgical Data","86","M","Multiple choice","mulIAxTxGrafts[Sural]","mulIAxTxGrafts","Graft origin(s) in Intercostal - Axilary (trunk/ anterior division) transfer:","Sural","sural nerve","","","",""
"Q61802","Unified surgical evaluation ","Surgical Data","82","M","Multiple choice","mulMPMcTxGrafts[NINA]","mulMPMcTxGrafts","Graft origin(s) in Medial pectoral - Musculocutaneous transfer:","NINA","Not informed / not assessed","","","",""
"Q61802","Unified surgical evaluation ","Surgical Data","82","M","Multiple choice","mulMPMcTxGrafts[Sural]","mulMPMcTxGrafts","Graft origin(s) in Medial pectoral - Musculocutaneous transfer:","Sural","sural nerve","","","",""
"Q61802","Unified surgical evaluation ","Surgical Data","77","M","Multiple choice","mulAcSsAATxGrafts[NINA]","mulAcSsAATxGrafts","Graft origin(s) in Accessory-SE by anterior access transfer:","NINA","Not informed / not assessed","","","",""
"Q61802","Unified surgical evaluation ","Surgical Data","77","M","Multiple choice","mulAcSsAATxGrafts[Sural]","mulAcSsAATxGrafts","Graft origin(s) in Accessory-SE by anterior access transfer:","Sural","sural nerve","","","",""
"Q61802","Unified surgical evaluation ","Surgical Data","139","L","List (Radio)","lstGraftnC6","lstGraftnC6","How many grafts were used in C6?","","","","","1","1"
"Q61802","Unified surgical evaluation ","Surgical Data","139","L","List (Radio)","lstGraftnC6","lstGraftnC6","How many grafts were used in C6?","","","","","2","2"
"Q61802","Unified surgical evaluation ","Surgical Data","139","L","List (Radio)","lstGraftnC6","lstGraftnC6","How many grafts were used in C6?","","","","","3","3"
"Q61802","Unified surgical evaluation ","Surgical Data","139","L","List (Radio)","lstGraftnC6","lstGraftnC6","How many grafts were used in C6?","","","","","4","4"
"Q61802","Unified surgical evaluation ","Surgical Data","139","L","List (Radio)","lstGraftnC6","lstGraftnC6","How many grafts were used in C6?","","","","","5","5"
"Q61802","Unified surgical evaluation ","Surgical Data","139","L","List (Radio)","lstGraftnC6","lstGraftnC6","How many grafts were used in C6?","","","","","6","6"
"Q61802","Unified surgical evaluation ","Surgical Data","139","L","List (Radio)","lstGraftnC6","lstGraftnC6","How many grafts were used in C6?","","","","","NINA","Not informed / not assessed"
"Q61802","Unified surgical evaluation ","Surgical Data","95","L","List (Radio)","lstAcSsPATxGraftn","lstAcSsPATxGraftn","How many grafts were used in Accessory-SE by posterior access transfer?","","","","","1","1"
"Q61802","Unified surgical evaluation ","Surgical Data","95","L","List (Radio)","lstAcSsPATxGraftn","lstAcSsPATxGraftn","How many grafts were used in Accessory-SE by posterior access transfer?","","","","","2","2"
"Q61802","Unified surgical evaluation ","Surgical Data","95","L","List (Radio)","lstAcSsPATxGraftn","lstAcSsPATxGraftn","How many grafts were used in Accessory-SE by posterior access transfer?","","","","","3","3"
"Q61802","Unified surgical evaluation ","Surgical Data","95","L","List (Radio)","lstAcSsPATxGraftn","lstAcSsPATxGraftn","How many grafts were used in Accessory-SE by posterior access transfer?","","","","","4","4"
"Q61802","Unified surgical evaluation ","Surgical Data","95","L","List (Radio)","lstAcSsPATxGraftn","lstAcSsPATxGraftn","How many grafts were used in Accessory-SE by posterior access transfer?","","","","","5","5"
"Q61802","Unified surgical evaluation ","Surgical Data","95","L","List (Radio)","lstAcSsPATxGraftn","lstAcSsPATxGraftn","How many grafts were used in Accessory-SE by posterior access transfer?","","","","","6","6"
"Q61802","Unified surgical evaluation ","Surgical Data","95","L","List (Radio)","lstAcSsPATxGraftn","lstAcSsPATxGraftn","How many grafts were used in Accessory-SE by posterior access transfer?","","","","","NINA","Not informed / not assessed"
"Q61802","Unified surgical evaluation ","Surgical Data","97","L","List (Radio)","lstIMcTxGraftn","lstIMcTxGraftn","How many grafts were used in Intercostal - Musculocutaneous transfer?","","","","","1","1"
"Q61802","Unified surgical evaluation ","Surgical Data","97","L","List (Radio)","lstIMcTxGraftn","lstIMcTxGraftn","How many grafts were used in Intercostal - Musculocutaneous transfer?","","","","","2","2"
"Q61802","Unified surgical evaluation ","Surgical Data","97","L","List (Radio)","lstIMcTxGraftn","lstIMcTxGraftn","How many grafts were used in Intercostal - Musculocutaneous transfer?","","","","","3","3"
"Q61802","Unified surgical evaluation ","Surgical Data","97","L","List (Radio)","lstIMcTxGraftn","lstIMcTxGraftn","How many grafts were used in Intercostal - Musculocutaneous transfer?","","","","","4","4"
"Q61802","Unified surgical evaluation ","Surgical Data","97","L","List (Radio)","lstIMcTxGraftn","lstIMcTxGraftn","How many grafts were used in Intercostal - Musculocutaneous transfer?","","","","","5","5"
"Q61802","Unified surgical evaluation ","Surgical Data","97","L","List (Radio)","lstIMcTxGraftn","lstIMcTxGraftn","How many grafts were used in Intercostal - Musculocutaneous transfer?","","","","","6","6"
"Q61802","Unified surgical evaluation ","Surgical Data","97","L","List (Radio)","lstIMcTxGraftn","lstIMcTxGraftn","How many grafts were used in Intercostal - Musculocutaneous transfer?","","","","","NINA","Not informed / not assessed"
"Q61802","Unified surgical evaluation ","Surgical Data","99","L","List (Radio)","lstMPMcTxGraftn","lstMPMcTxGraftn","How many grafts?","","","","","1","1"
"Q61802","Unified surgical evaluation ","Surgical Data","99","L","List (Radio)","lstMPMcTxGraftn","lstMPMcTxGraftn","How many grafts?","","","","","2","2"
"Q61802","Unified surgical evaluation ","Surgical Data","99","L","List (Radio)","lstMPMcTxGraftn","lstMPMcTxGraftn","How many grafts?","","","","","3","3"
"Q61802","Unified surgical evaluation ","Surgical Data","99","L","List (Radio)","lstMPMcTxGraftn","lstMPMcTxGraftn","How many grafts?","","","","","4","4"
"Q61802","Unified surgical evaluation ","Surgical Data","99","L","List (Radio)","lstMPMcTxGraftn","lstMPMcTxGraftn","How many grafts?","","","","","5","5"
"Q61802","Unified surgical evaluation ","Surgical Data","99","L","List (Radio)","lstMPMcTxGraftn","lstMPMcTxGraftn","How many grafts?","","","","","6","6"
"Q61802","Unified surgical evaluation ","Surgical Data","99","L","List (Radio)","lstMPMcTxGraftn","lstMPMcTxGraftn","How many grafts?","","","","","NINA","Not informed / not assessed"
"Q61802","Unified surgical evaluation ","Surgical Data","92","M","Multiple choice","mulDoubleTxGrafts[NINA]","mulDoubleTxGrafts","Graft origin(s) in Double transfer:","NINA","Not informed / not assessed","","","",""
"Q61802","Unified surgical evaluation ","Surgical Data","92","M","Multiple choice","mulDoubleTxGrafts[Sural]","mulDoubleTxGrafts","Graft origin(s) in Double transfer:","Sural","sural nerve","","","",""
"Q61802","Unified surgical evaluation ","Surgical Data","102","L","List (Radio)","lstPhMcTxGraftn","lstPhMcTxGraftn","How many grafts were used in Phrenic - Musculocutaneous transfer?","","","","","1","1"
"Q61802","Unified surgical evaluation ","Surgical Data","102","L","List (Radio)","lstPhMcTxGraftn","lstPhMcTxGraftn","How many grafts were used in Phrenic - Musculocutaneous transfer?","","","","","2","2"
"Q61802","Unified surgical evaluation ","Surgical Data","102","L","List (Radio)","lstPhMcTxGraftn","lstPhMcTxGraftn","How many grafts were used in Phrenic - Musculocutaneous transfer?","","","","","3","3"
"Q61802","Unified surgical evaluation ","Surgical Data","102","L","List (Radio)","lstPhMcTxGraftn","lstPhMcTxGraftn","How many grafts were used in Phrenic - Musculocutaneous transfer?","","","","","4","4"
"Q61802","Unified surgical evaluation ","Surgical Data","102","L","List (Radio)","lstPhMcTxGraftn","lstPhMcTxGraftn","How many grafts were used in Phrenic - Musculocutaneous transfer?","","","","","5","5"
"Q61802","Unified surgical evaluation ","Surgical Data","102","L","List (Radio)","lstPhMcTxGraftn","lstPhMcTxGraftn","How many grafts were used in Phrenic - Musculocutaneous transfer?","","","","","6","6"
"Q61802","Unified surgical evaluation ","Surgical Data","102","L","List (Radio)","lstPhMcTxGraftn","lstPhMcTxGraftn","How many grafts were used in Phrenic - Musculocutaneous transfer?","","","","","NINA","Not informed / not assessed"
"Q61802","Unified surgical evaluation ","Surgical Data","90","M","Multiple choice","mulC7ipsiTxGrafts[NINA]","mulC7ipsiTxGrafts","Graft origin(s) in Ipsilateral C7 transfer:","NINA","Not informed / not assessed","","","",""
"Q61802","Unified surgical evaluation ","Surgical Data","90","M","Multiple choice","mulC7ipsiTxGrafts[Sural]","mulC7ipsiTxGrafts","Graft origin(s) in Ipsilateral C7 transfer:","Sural","sural nerve","","","",""
"Q61802","Unified surgical evaluation ","Surgical Data","94","L","List (Radio)","lstAcSsAATxGraftn","lstAcSsAATxGraftn","How many grafts were used in Accessory-SE by anterior access transfer?","","","","","1","1"
"Q61802","Unified surgical evaluation ","Surgical Data","94","L","List (Radio)","lstAcSsAATxGraftn","lstAcSsAATxGraftn","How many grafts were used in Accessory-SE by anterior access transfer?","","","","","2","2"
"Q61802","Unified surgical evaluation ","Surgical Data","94","L","List (Radio)","lstAcSsAATxGraftn","lstAcSsAATxGraftn","How many grafts were used in Accessory-SE by anterior access transfer?","","","","","3","3"
"Q61802","Unified surgical evaluation ","Surgical Data","94","L","List (Radio)","lstAcSsAATxGraftn","lstAcSsAATxGraftn","How many grafts were used in Accessory-SE by anterior access transfer?","","","","","4","4"
"Q61802","Unified surgical evaluation ","Surgical Data","94","L","List (Radio)","lstAcSsAATxGraftn","lstAcSsAATxGraftn","How many grafts were used in Accessory-SE by anterior access transfer?","","","","","5","5"
"Q61802","Unified surgical evaluation ","Surgical Data","94","L","List (Radio)","lstAcSsAATxGraftn","lstAcSsAATxGraftn","How many grafts were used in Accessory-SE by anterior access transfer?","","","","","6","6"
"Q61802","Unified surgical evaluation ","Surgical Data","94","L","List (Radio)","lstAcSsAATxGraftn","lstAcSsAATxGraftn","How many grafts were used in Accessory-SE by anterior access transfer?","","","","","NINA","Not informed / not assessed"
"Q61802","Unified surgical evaluation ","Surgical Data","98","L","List (Radio)","lstAcMcTxGraftn","lstAcMcTxGraftn","How many grafts were used in Accessory - Musculocutaneous transfer?","","","","","1","1"
"Q61802","Unified surgical evaluation ","Surgical Data","98","L","List (Radio)","lstAcMcTxGraftn","lstAcMcTxGraftn","How many grafts were used in Accessory - Musculocutaneous transfer?","","","","","2","2"
"Q61802","Unified surgical evaluation ","Surgical Data","98","L","List (Radio)","lstAcMcTxGraftn","lstAcMcTxGraftn","How many grafts were used in Accessory - Musculocutaneous transfer?","","","","","3","3"
"Q61802","Unified surgical evaluation ","Surgical Data","98","L","List (Radio)","lstAcMcTxGraftn","lstAcMcTxGraftn","How many grafts were used in Accessory - Musculocutaneous transfer?","","","","","4","4"
"Q61802","Unified surgical evaluation ","Surgical Data","98","L","List (Radio)","lstAcMcTxGraftn","lstAcMcTxGraftn","How many grafts were used in Accessory - Musculocutaneous transfer?","","","","","5","5"
"Q61802","Unified surgical evaluation ","Surgical Data","98","L","List (Radio)","lstAcMcTxGraftn","lstAcMcTxGraftn","How many grafts were used in Accessory - Musculocutaneous transfer?","","","","","6","6"
"Q61802","Unified surgical evaluation ","Surgical Data","98","L","List (Radio)","lstAcMcTxGraftn","lstAcMcTxGraftn","How many grafts were used in Accessory - Musculocutaneous transfer?","","","","","NINA","Not informed / not assessed"
"Q61802","Unified surgical evaluation ","Surgical Data","96","L","List (Radio)","lstOberlinTxGraftn","lstOberlinTxGraftn","How many grafts were used in Oberlin transfer?","","","","","1","1"
"Q61802","Unified surgical evaluation ","Surgical Data","96","L","List (Radio)","lstOberlinTxGraftn","lstOberlinTxGraftn","How many grafts were used in Oberlin transfer?","","","","","2","2"
"Q61802","Unified surgical evaluation ","Surgical Data","96","L","List (Radio)","lstOberlinTxGraftn","lstOberlinTxGraftn","How many grafts were used in Oberlin transfer?","","","","","3","3"
"Q61802","Unified surgical evaluation ","Surgical Data","96","L","List (Radio)","lstOberlinTxGraftn","lstOberlinTxGraftn","How many grafts were used in Oberlin transfer?","","","","","4","4"
"Q61802","Unified surgical evaluation ","Surgical Data","96","L","List (Radio)","lstOberlinTxGraftn","lstOberlinTxGraftn","How many grafts were used in Oberlin transfer?","","","","","5","5"
"Q61802","Unified surgical evaluation ","Surgical Data","96","L","List (Radio)","lstOberlinTxGraftn","lstOberlinTxGraftn","How many grafts were used in Oberlin transfer?","","","","","6","6"
"Q61802","Unified surgical evaluation ","Surgical Data","96","L","List (Radio)","lstOberlinTxGraftn","lstOberlinTxGraftn","How many grafts were used in Oberlin transfer?","","","","","NINA","Not informed / not assessed"
"Q61802","Unified surgical evaluation ","Surgical Data","100","L","List (Radio)","lstMPAxTxGraftn","lstMPAxTxGraftn","How many grafts were used in Medial pectoral - Axilary transfer?","","","","","1","1"
"Q61802","Unified surgical evaluation ","Surgical Data","100","L","List (Radio)","lstMPAxTxGraftn","lstMPAxTxGraftn","How many grafts were used in Medial pectoral - Axilary transfer?","","","","","2","2"
"Q61802","Unified surgical evaluation ","Surgical Data","100","L","List (Radio)","lstMPAxTxGraftn","lstMPAxTxGraftn","How many grafts were used in Medial pectoral - Axilary transfer?","","","","","3","3"
"Q61802","Unified surgical evaluation ","Surgical Data","100","L","List (Radio)","lstMPAxTxGraftn","lstMPAxTxGraftn","How many grafts were used in Medial pectoral - Axilary transfer?","","","","","4","4"
"Q61802","Unified surgical evaluation ","Surgical Data","100","L","List (Radio)","lstMPAxTxGraftn","lstMPAxTxGraftn","How many grafts were used in Medial pectoral - Axilary transfer?","","","","","5","5"
"Q61802","Unified surgical evaluation ","Surgical Data","100","L","List (Radio)","lstMPAxTxGraftn","lstMPAxTxGraftn","How many grafts were used in Medial pectoral - Axilary transfer?","","","","","6","6"
